CEP	MODALIDADE DE RISCO	Escore	ESTADO	MUNICÍPIO	BAIRRO	"AEROPORTO - PORTO - RODOVIÁRIA - FAVELA - PRESÍDIO -
PAÍS(ES) FRONTEIRIÇO(S)"	LINK GOOGLE MAPS													
04155-140	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04155-150	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04155-160	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04155-170	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04155-200	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04155-210	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-020	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-030	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-050	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-070	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-090	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-105	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-110	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04156-900	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-030	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-040	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-050	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-060	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-080	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-100	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04157-110	Região de Favela		SP	São Paulo	Vila Água Funda	FAZENDINHA	https://goo.gl/maps/h4pLRdjeK1eVWu7K8													
04159-000	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-001	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-020	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-040	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-060	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-080	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-110	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-130	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-170	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-180	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-200	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04159-900	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04162-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-001	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-002	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-020	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-030	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-060	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-070	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-080	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-090	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-100	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04162-900	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04163-020	Região de Favela		SP	São Paulo	Jardim Previdência	DOM MACÁRIO	https://goo.gl/maps/fjuHWGN5pGugN4Gz8													
04164-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-001	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-005	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-010	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-013	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-015	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-020	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-040	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-050	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-060	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-070	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-080	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-090	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-100	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-110	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-120	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-130	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-140	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-150	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-160	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-170	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-180	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-190	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-200	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-210	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-220	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-230	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-240	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04164-250	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04166-010	Região de Favela		SP	São Paulo	Jardim São Saverio	CAMPO DE LUTA - MENINO DO ENGENHO II	https://goo.gl/maps/ui1rcjicHDScjbar8													
04166-020	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04166-030	Região de Favela		SP	São Paulo	Jardim São Saverio	CAMPO DE LUTA - MENINO DO ENGENHO II	https://goo.gl/maps/ui1rcjicHDScjbar8													
04167-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-001	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-010	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-020	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-025	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-030	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-031	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-035	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-040	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-050	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-060	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-070	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04167-900	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-010	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-020	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-030	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-040	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-050	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-060	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-070	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-080	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04168-090	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04169-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04169-010	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-010	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-020	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-030	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-040	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-050	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-060	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-070	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-080	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04170-090	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-000	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-005	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-010	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-020	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-030	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-035	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04171-040	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-050	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04171-060	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04173-000	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-010	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-020	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-030	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-040	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-050	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-060	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-070	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-080	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-090	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-100	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-110	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-120	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-130	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-140	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-150	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-160	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-170	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-180	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04173-190	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04173-200	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04174-040	Região de Favela		SP	São Paulo	Jardim Botucatu	EDUARDO VALIM - MAURICE DENIS	https://goo.gl/maps/m6hph2iiCTSQq3HfA													
04174-100	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04174-110	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04174-150	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04174-160	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04174-170	Região de Favela		SP	São Paulo	Vila Moraes	JOSÉ SERDEIRA RIBAS - PASSAGEM II - SANTA ANGELA - VIELA WALTER	https://goo.gl/maps/iHBsqGaWqW1KgWis8													
04176-000	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
