CEP	MODALIDADE DE RISCO	Escore	ESTADO	MUNICÍPIO	BAIRRO	"AEROPORTO - PORTO - RODOVIÁRIA - FAVELA - PRESÍDIO -
PAÍS(ES) FRONTEIRIÇO(S)"	LINK GOOGLE MAPS													
04176-010	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-020	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-030	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-040	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-045	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-050	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-080	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-090	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-100	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-110	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-120	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04176-130	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04177-000	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-020	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-030	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-070	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-100	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-110	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-120	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-130	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-170	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-190	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-200	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-210	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-240	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-270	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-280	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-290	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-300	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-310	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-320	Região de Favela		SP	São Paulo	Parque Bristol	CAMPO DE LUTA - TAPUIA - VILA CRISTINA - MENINO DO ENGENHO I	https://goo.gl/maps/GYcVYK1Q4P3j2gsN8													
04177-330	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-340	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-345	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-350	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-355	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-360	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-370	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-380	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-390	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-400	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-410	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-415	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-420	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-425	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-430	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-440	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-445	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-447	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-450	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-460	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-470	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04177-480	Região de Favela		SP	São Paulo	Jardim Clímax	CÓRREGO JABUTICABAL - JARDIM CLÍMAX	https://goo.gl/maps/1RiD9Ds7kW76ehbg6													
04180-000	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-010	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-015	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-020	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-030	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-040	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-050	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-060	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-070	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-075	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-080	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-081	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-090	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-100	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-102	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-104	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-106	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-108	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-110	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-112	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-115	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-120	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-130	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-140	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-150	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-160	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-170	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-180	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-190	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-200	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04180-900	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-000	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-010	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-015	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-020	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-030	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-040	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-045	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-050	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-055	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-060	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-065	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-070	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-080	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-090	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-100	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-110	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-115	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-120	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-130	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-140	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-150	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04181-160	Região de Favela		SP	São Paulo	Jardim Maria Estela	JARDIM MARISTELA II - NOSSA SENHORA DA ENCARNAÇÃO	https://goo.gl/maps/EUFGE9vZEwbAL8pQ8													
04185-000	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-010	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-020	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-021	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-030	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-040	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-050	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-060	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-065	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-070	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-080	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-085	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-090	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-100	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-110	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-120	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-130	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-140	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-150	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-160	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-165	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-170	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-180	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-190	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-200	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-900	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-901	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04185-902	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04186-010	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04186-015	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04186-020	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04186-025	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04186-030	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
04186-040	Região de Favela		SP	São Paulo	Vila Liviero	SÃO PEDRO - VILA LIVIERO	https://goo.gl/maps/yCFnteAYzXPoGwFw9													
